,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
234,254,0,0,13,0,324,0,750,250,0,34,714,33,0,122,4718,250,220,1233,78442,1413,60,0,0,11023,1021,0,0,15,155,86524,6514,7862,1808,137,781,87,7466,361,95,297,5591,0,247,1219,235,1049,14,64,60,1449,3945,0,9,269,2804,35,708,166,1228,1137,0,344,0,131,0,39,0,24,124,15255,118,6,95,2051,390,4,28,14,0,15,0,203,0,1989,10,12,579,10,0,580,0,0,671,10,980,0,3878,0,7089,0,0,0,840,15484,0,323,46,1353,1117
235,0,0,0,2378,128,0,0,8806,653,472,8,7098,0,0,86,806,1964,489,600,3475,165,0,0,0,0,517,0,3,49,0,1562,0,4511,1236,192,4321,1736,91,0,357,325,866,339,6498,172,34,570,1045,311,0,1854,13758,0,13515,3275,0,83,0,3216,9495,8091,446,0,452,650,0,945,0,80,253,1058,67,552,0,8743,334,133,0,0,7817,0,4845,0,63,623,184,130,3296,0,3,2764,0,46,361,0,0,525,1672,39,0,0,0,104,1289,125,0,6536,68012,744,8169
236,0,0,0,0,971,12793,21,8497,753,192,45,20911,0,0,12,0,1723,0,724,21821,98,221,3,0,1252,183,156,16,66,0,1218,0,5496,1160,1645,44,1044,203,681,2114,0,795,0,7699,50,64,1260,3171,917,68,4699,238,0,15897,4240,0,82,383,954,0,8133,228,1834,0,579,0,600,6884,92,380,394,0,0,374,8005,86,105,5,0,0,1247,662,57,0,78,89,382,2271,0,0,669,169,26,354,733,0,0,1135,10,5526,0,0,0,2698,773,0,970,63745,0,388
237,0,312,0,273,0,718,0,3810,57,48,14,2229,19,0,15,0,135,0,27,0,0,0,0,0,0,0,0,45,17,461,14,17,45,5,128,76471,153,8,0,0,0,52,0,491,365,18,21,0,163,0,760,2394,0,6735,1695,67,0,605,442,23469,508,54,0,0,0,0,103,11643,17,35,47,92,26,2320,308,7635,0,7,0,0,170,0,103,0,92,19,0,174903,42,0,158,0,0,8,846,5,139,244,0,0,0,0,0,0,140,0,1311,78575,0,42
238,0,0,0,286,1222,11004,0,6294,68,0,36,4210,31,0,0,419,511,0,56,0,0,0,1,0,21,0,0,36,57,352,16,0,38,37,634,56676,279,21,0,0,109,215,0,2303,709,0,4,174,43,0,259,4073,0,6202,0,66,0,743,224,35488,405,402,0,0,0,0,41,16961,19,74,196,157,47,3748,598,7082,7,16,0,0,82,582,134,0,12,0,21,184905,0,3,176,0,0,44,0,0,115,574,0,424,1585,0,0,380,0,0,0,37483,210,865
239,372,0,0,829,6698,0,0,1894,11603,293,0,188,0,0,893,1810,749,0,1021,6921,12,0,0,0,363,3229,109,342,75,0,8240,76,408,223,38,0,150,194,0,0,11,14703,2553,2028,128,0,815,117,1043,4702,48,53,0,503,22691,630,1031,781,591,0,8318,149,1404,0,14981,0,179,2764,0,113,1255,750,0,0,7203,320,153,34,0,0,0,0,0,0,357,475,993,3289,85,107,11708,0,7,24000,0,612,808,872,0,0,0,0,0,6813,515,0,440,2053,22,2521
240,0,0,0,46,4392,0,0,653,5595,215,18,445,0,0,284,0,222,29,1999,28351,37,0,0,0,500,1984,0,31,1,589,22779,97,1054,540,56,631,145,331,4,0,0,4627,0,468,73,0,1591,116,0,1284,37,60,0,0,2659,138,204,88,562,2944,8266,114,0,0,1956,0,52,469,17,252,537,171,65,21,20531,214,24,221,104,0,1083,872,160,0,0,93,0,3246,35,0,7441,0,5,17550,0,0,0,496,0,110,0,0,0,4518,226,0,0,12,15,1826
241,539,0,0,0,0,188,0,668,8035,198,70,1558,0,0,745,907,605,1,811,8702,186,0,0,0,0,0,258,324,0,0,4050,32,392,216,92,167,202,2185,82,334,0,8664,0,2049,52,0,1391,630,2216,4895,195,286,24,331,9967,175,1973,245,7716,0,9112,259,0,0,10918,0,65,2032,79,520,932,30,0,0,6334,179,306,768,0,111,1440,956,257,19,259,541,2493,2778,0,0,6882,382,35,20888,128,279,587,400,0,745,0,0,0,3321,0,0,374,6571,65,3064
242,0,0,0,0,0,404,0,462,9307,339,31,357,30,0,180,0,550,0,684,5375,91,20,0,0,0,0,0,14,47,0,7072,53,448,227,159,56,111,1320,0,327,0,14194,545,1112,227,163,968,823,222,1421,0,139,9,106,9402,82,792,1639,3345,0,8028,246,0,442,13823,51,72,168,45,0,1196,278,0,0,6608,136,0,1099,0,383,0,2487,0,0,157,506,6738,1390,0,40,7550,0,3,32065,0,2079,2240,836,0,274,0,0,0,4232,322,1281,156,7429,35,5010
243,105,0,413,0,145,118,8,579,840,305,12,256,0,0,17,183,281,0,41,90,0,6,0,0,0,0,0,72,29,2713,0,0,0,23,6,13889,90,439,0,151,0,1195,0,553,1449,0,26,0,195,0,23,47,0,0,1336,2,0,1977,88,64043,0,19,0,0,0,45,39,7712,40,0,395,224,0,75,36,4594,75,155,0,0,0,90,387,0,45,0,0,69953,14,0,1048,0,0,542,15,0,0,6,0,176,92,0,0,594,108,0,31,3769,63,0
244,0,0,0,293,669,540,0,660,0,0,17,109,0,0,121,0,100,56,0,485,0,0,16,0,0,0,0,245,10,1740,0,0,0,18,28,21888,66,737,22,0,0,3835,0,40,2289,0,12,5,0,418,0,41,0,18,3387,143,0,2501,743,37030,542,0,0,0,0,0,16,4154,70,141,298,0,65,40,777,4583,0,0,0,0,0,0,325,0,0,0,1564,57475,93,0,3060,0,4,748,0,0,168,231,0,0,0,175,0,0,27,0,0,1053,0,0
245,314,0,0,50,0,105,2,794,1781,131,21,926,7,0,0,603,140,86,23,0,5,0,0,0,22,2882,0,211,3,2910,0,0,0,7,31,6810,149,580,0,0,0,2743,0,265,2379,34,32,0,246,113,43,11,0,64,2133,23,0,1364,209,82453,239,84,0,0,186,0,21,6703,79,0,307,48,0,53,127,4716,49,574,33,32,0,0,987,0,19,32,106,79083,81,0,438,0,0,624,39,90,0,114,0,73,0,0,0,923,40,491,83,3938,0,528
246,0,0,0,0,0,1603,0,1809,325,150,0,3439,0,0,252,1130,3995,0,8992,23887,563,222,101,0,0,1976,0,32,72,0,20876,1708,2805,1998,198,568,88,4852,0,64,0,10284,0,341,1951,1935,2372,212,209,0,0,2247,0,243,1135,5866,0,655,843,0,777,2968,2004,1433,2477,0,6,1142,63,1127,25212,0,0,1364,205,1071,76,0,16,3215,0,1823,1878,0,0,293,728,398,0,0,1439,0,111,219,0,0,1666,11437,97,0,0,0,0,441,12039,3642,0,483,796,3266
247,0,0,0,15,1686,508,0,829,168,0,68,998,0,0,113,0,287,64,6471,85256,677,0,0,0,5829,6318,7,513,0,0,79908,1742,4551,1342,254,1854,22,369,248,66,22,2089,12,79,326,535,3516,15,0,184,1337,1053,16,0,298,568,0,989,438,1814,1019,197,184,0,294,0,14,0,0,223,7229,15,52,0,1292,413,0,0,0,83,0,0,261,0,806,84,2,986,101,0,798,45,0,245,0,0,0,2868,0,2884,0,0,0,236,5423,0,276,0,32,784
248,0,10,0,206,5217,60,6,608,5286,167,4,195,0,0,149,120,252,82,170,33019,181,6,24,4,678,3010,170,0,0,0,23738,70,544,327,8,1753,124,635,0,39,0,3919,0,390,109,45,3260,219,63,1325,127,21,0,129,2209,18,28,198,1749,14435,10635,43,507,0,339,0,23,217,0,28,412,239,51,0,17094,264,11,0,0,0,0,665,319,0,0,143,476,2952,29,14,6537,77,6,9660,0,0,0,268,79,48,0,0,0,418,734,0,0,12,69,2099
249,0,122,0,995,0,0,0,6166,481,92,85,6590,0,0,20,0,519,0,344,42928,417,56,0,0,5911,381,0,0,37,0,2461,137,11180,1389,237,5762,366,14,814,0,0,245,283,872,81,25,1190,126,0,5,1161,1903,0,2264,3892,109,0,365,603,0,8544,362,0,0,90,0,70,3580,13,0,170,72,131,0,14284,214,0,10,0,0,382,1261,16,0,72,16,34,11884,50,0,1093,744,32,322,0,0,0,371,0,517,0,0,0,2356,150,907,267,1072,676,7875
250,0,0,0,209,1366,137,0,792,4313,0,30,321,0,0,290,0,608,24,543,54117,191,0,0,0,141,3784,0,0,17,0,27192,116,935,605,0,1101,131,25,0,0,0,0,0,202,369,0,588,131,539,1205,75,85,0,29,2466,0,0,677,874,0,10436,146,0,0,695,0,75,1691,116,427,444,0,0,105,24699,506,0,400,0,0,0,694,528,0,124,0,0,3693,0,0,9654,164,0,7794,0,0,0,209,0,91,0,0,0,345,1454,483,194,0,84,2347
251,0,0,0,0,1362,9015,0,7161,697,437,175,7676,0,0,53,0,3968,1117,264,19023,0,0,0,0,0,1355,0,33,622,0,484,122,5881,608,1602,3271,2163,64,0,2114,0,465,600,15236,95,69,289,223,211,207,0,12420,0,8433,11071,496,0,463,2674,19667,3866,708,0,0,525,0,263,861,27,183,554,150,0,0,13223,311,217,70,0,477,0,1848,0,49,33,41,469,8913,0,0,1149,0,59,641,0,17,295,2567,0,1662,0,0,0,5670,387,1049,6496,48552,534,9655
252,0,0,45,205,0,2355,26,7055,503,149,45,7065,0,0,9,808,231,0,190,51655,473,105,0,0,4305,145,0,0,161,312,2542,105,9749,1747,875,8687,438,47,749,0,0,86,0,6506,110,49,1876,0,829,502,796,1165,0,1468,1286,0,0,369,625,3403,9054,444,0,0,159,0,228,3198,0,46,83,0,110,664,12070,385,0,14,1482,0,0,130,4,21,18,14,16,15888,22,0,363,0,35,175,787,40,253,740,0,630,397,0,134,1989,711,635,963,7222,1083,2191
253,2196,0,0,0,1383,0,0,961,106,225,0,3509,0,0,8,580,618,49,1092,68653,1160,0,0,0,6054,2434,0,286,0,0,79604,5074,8994,1054,116,772,81,2252,0,0,0,4714,4,115,927,0,2558,11,119,391,303,1536,0,316,423,1016,0,858,405,2319,1054,455,169,0,218,0,8,145,39,0,5513,50,42,0,551,287,0,85,5,170,2,0,93,457,1649,0,25,1658,0,0,1011,0,0,628,0,766,1028,3797,0,2078,0,0,0,616,12239,292,0,22,1600,540
254,0,15,0,45,420,0,0,1758,170,100,0,5118,0,0,42,52,1411,0,1607,74258,2984,0,0,790,4146,4084,5,80,5,0,84941,5967,6522,2310,168,1341,36,3045,247,0,0,411,8,182,673,0,649,18,110,28,356,897,0,257,264,1102,45,2314,518,785,1421,379,859,0,68,0,28,354,59,143,14302,41,0,47,490,1471,35,87,0,0,51,0,320,0,712,0,59,936,137,0,1279,48,0,425,0,0,642,1965,4,3840,8,0,0,266,9206,0,0,7,374,603
255,3469,65,0,0,1603,5166,0,798,344,27,0,665,0,0,394,1330,1831,0,6351,36410,547,329,0,0,0,19350,0,1114,9,0,24173,680,2323,2432,289,107,242,1922,0,1444,546,8964,14,299,2394,0,1762,399,532,229,1246,2242,0,310,570,0,0,0,0,0,1714,874,2056,0,445,0,192,0,86,802,30229,0,0,88,840,656,42,277,0,2076,242,0,476,108,1920,426,102,198,103,0,1059,0,39,300,0,0,0,11055,0,0,0,0,0,639,22371,1003,0,706,2108,2541
256,32,0,0,0,1848,1356,0,6022,381,159,6,7417,0,0,17,275,679,0,2506,41168,114,0,0,0,2127,542,0,0,75,0,2627,93,8301,1446,1018,2841,540,35,0,0,0,20,0,3242,97,0,1875,125,0,102,4161,2290,0,0,674,0,13,411,275,2395,5323,0,278,0,55,0,49,1283,0,0,236,0,113,1099,17754,311,10,22,0,321,0,742,34,0,0,0,27,10982,0,0,537,0,31,231,0,4,0,243,0,445,0,0,0,3995,501,1595,0,0,772,4223
257,2081,27,0,0,19,474,0,804,192,155,0,741,0,0,207,672,504,0,9210,75687,1565,0,0,0,9486,1129,3,312,3,0,96890,1168,5349,829,104,490,20,470,204,0,0,2326,11,60,1847,143,2389,21,0,142,1340,1095,0,0,41,3537,0,540,205,0,520,188,38,0,449,0,40,248,3,0,4280,41,0,38,1715,448,0,20,0,569,22,721,102,0,855,72,0,1075,39,0,1859,0,0,364,0,0,0,3306,0,1815,0,0,0,118,3333,0,275,14,143,340
258,0,0,2536,0,2585,0,0,749,8872,588,233,1889,0,0,342,0,682,0,500,16374,62,0,0,0,0,7129,206,0,17,0,6464,53,436,653,46,185,464,1146,0,292,0,3939,2448,256,0,0,800,529,0,0,0,136,0,13,4321,0,0,528,1230,0,12365,190,0,0,7914,0,345,0,0,0,882,0,504,104,1510,793,218,0,0,122,0,1873,0,44,138,0,0,5143,0,0,11957,0,0,15919,48,0,968,1223,0,1108,0,0,0,2849,212,0,2826,730,119,7555
259,0,0,0,0,7593,198,94,1674,6954,0,0,1465,0,0,781,0,1988,0,0,9960,63,0,0,0,0,5311,0,482,100,0,10579,168,251,523,357,496,227,2461,0,258,0,18542,0,1455,311,0,1316,0,0,0,0,88,0,220,17812,0,0,1438,1870,0,2040,0,0,0,4068,0,57,1246,793,1155,810,783,0,0,3670,509,0,3702,0,0,0,2203,119,0,103,0,3538,3046,188,0,20088,0,38,13501,0,0,528,959,0,3391,0,0,0,2056,282,0,154,1508,217,4854
260,0,0,0,210,15,3369,0,4526,150,358,20,4782,0,0,22,0,381,0,238,43752,86,0,0,0,2453,114,0,0,102,564,2388,188,8128,1184,628,3060,586,65,875,276,0,197,51,2372,66,18,2266,0,164,368,3409,0,44,0,1392,38,0,811,311,15304,12204,1166,224,0,98,774,284,2120,12,56,110,94,0,311,12642,942,64,13,0,0,142,1403,82,3,126,6,9,7967,26,0,733,0,18,187,0,0,0,397,0,1313,566,0,0,2996,628,785,654,1642,187,6982
261,777,0,0,0,0,20,0,998,1460,148,21,339,0,0,403,744,203,118,929,37061,154,0,0,0,954,4184,0,39,16,1606,16545,70,608,459,69,1573,235,717,0,221,0,3439,0,590,180,0,3232,198,0,2272,190,201,0,175,872,34,0,0,1984,0,13876,42,349,0,987,0,23,1213,74,0,526,0,0,13,19160,162,0,0,150,0,0,1294,361,0,48,0,340,4369,75,0,7593,0,0,6815,33,0,0,123,0,244,0,0,0,395,628,729,0,218,26,2555
262,215,0,0,1098,10226,348,0,1527,6472,0,0,777,17,0,0,0,741,0,450,16255,0,0,0,0,0,20644,0,369,100,0,7492,184,407,158,42,580,331,645,33,230,0,7428,0,2094,374,943,320,383,0,9887,27,67,0,0,174,26,210,243,666,81925,5707,0,0,0,13496,0,42,0,60,0,672,0,0,73,27660,103,138,0,0,0,0,1105,754,7,148,130,895,1633,0,0,19779,0,0,10100,61,194,351,655,0,1566,0,0,0,5005,205,762,0,512,0,6949
263,270,0,0,0,2275,1545,0,13199,912,51,29,8330,0,0,4,1767,672,0,522,21810,607,39,0,0,373,71,379,13,83,131,1730,328,7940,2073,878,6387,962,23,472,162,0,17,0,2264,71,78,1925,74,0,750,485,1296,0,1953,2538,0,0,98,843,24644,10062,1464,0,0,150,0,20,8535,0,102,369,0,167,1132,18020,726,0,21,0,3062,0,278,17,0,16,10,63,6247,0,0,454,0,0,226,454,0,87,714,0,207,0,0,0,3337,854,0,2318,821,569,8378
264,0,0,0,0,74,3240,0,5388,101,0,13,7492,0,0,0,0,582,0,7,91,26,0,0,0,0,0,0,42,37,1720,8,0,82,37,193,87069,113,30,45,113,0,51,121,208,831,108,0,0,508,0,367,7219,0,5520,761,0,0,134,276,15119,281,0,0,0,4,0,145,35682,19,10,159,0,389,1801,480,7104,10,30,0,1253,95,0,85,0,35,30,12,180184,0,0,0,0,0,0,0,0,37,417,0,0,81,0,0,0,210,0,0,39991,0,201
265,0,0,0,224,0,4449,22,18541,1349,278,49,9040,0,0,29,426,1213,0,610,23460,444,55,0,0,0,1007,1952,9,99,0,1393,191,5684,1681,1961,5454,1763,76,983,918,224,137,736,14980,68,37,329,1588,499,0,110,2422,0,6025,1530,618,201,0,1149,0,8340,1848,491,0,605,0,486,5857,0,0,886,267,0,670,7171,2339,40,32,0,0,0,3609,23,0,269,420,63,7707,30,0,1684,407,0,235,768,0,678,1104,0,0,0,0,0,0,357,468,0,28506,216,7844
266,0,0,0,0,0,174,0,903,6063,0,0,1430,0,0,391,0,232,0,2573,40941,9,0,205,0,16,0,153,237,89,0,18521,104,400,703,25,183,213,1920,15,1108,0,5175,5237,3319,0,0,280,356,0,656,59,126,0,0,3994,258,0,324,1641,0,18025,0,676,0,4553,0,110,988,419,0,552,139,0,0,12965,216,0,284,0,330,407,0,495,0,342,0,1031,2266,56,0,10926,0,5,2505,61,0,0,280,413,558,0,0,0,3940,45,0,137,789,91,5007
267,107,5,0,0,0,261,0,531,708,52,0,174,0,0,0,548,385,0,72,0,0,0,0,0,24,185,0,32,28,4284,0,0,17,1,30,23286,55,591,6,0,0,2856,131,315,1089,0,0,23,86,632,41,19,5,0,4578,17,0,0,267,62522,716,43,0,0,0,0,18,8156,113,0,244,0,0,53,0,3279,0,365,0,26,1635,0,662,0,19,28,352,63688,4,7,828,0,0,0,0,0,0,200,0,0,34,0,0,1274,125,152,85,1662,35,0
268,1293,0,0,0,1430,0,0,1383,234,95,0,459,0,0,161,262,1705,308,6017,65389,833,0,0,0,708,1053,32,94,0,0,70653,2289,7104,1488,466,1754,53,2855,181,0,0,5257,18,32,967,0,3577,32,384,459,0,532,0,0,80,4379,0,1769,813,0,790,795,499,0,200,0,57,993,0,0,2911,38,0,75,1139,1176,12,90,136,0,0,3040,357,325,273,275,90,1154,0,0,649,0,741,383,42,0,0,4983,0,466,0,0,0,245,1817,0,1321,20,0,1329
269,0,0,378,0,263,121,0,536,1547,0,0,175,0,0,504,0,159,0,0,0,9,0,0,0,0,295,0,114,0,1502,96,0,0,1,26,20391,67,176,8,0,0,1265,0,440,681,31,17,4,141,742,7,22,0,67,955,46,0,392,771,26498,840,41,148,0,0,0,0,1688,67,0,147,284,0,11,69,2937,3,72,0,250,0,0,89,0,0,105,231,54939,64,0,2542,0,5,1061,0,0,0,231,0,106,0,0,0,0,0,0,51,5761,0,0
270,0,0,0,3131,14057,213,0,212,9538,278,0,1184,0,1192,1571,0,861,0,413,26165,369,0,0,0,0,3563,169,63,12,0,15704,152,410,147,68,805,285,1527,150,300,0,2190,2170,2532,14,319,424,259,0,3318,0,64,0,367,4717,59,0,1638,367,0,4030,327,0,0,1590,0,161,2062,173,0,591,0,0,0,5406,0,143,929,0,0,0,1335,417,28,272,862,2955,3283,60,0,15560,173,0,26200,22,0,0,380,0,196,0,0,0,717,1201,0,167,0,370,5865
271,0,11,0,0,175,591,0,757,16581,0,0,2112,0,0,613,0,568,0,1091,32645,21,0,0,0,0,3001,465,0,0,0,10960,122,411,126,34,697,364,791,0,0,0,1629,537,1118,127,0,1985,289,0,1078,156,265,0,56,3003,237,0,384,496,0,8849,272,0,0,8197,0,138,1489,0,250,806,0,82,0,10232,433,124,1261,0,225,0,52,76,10,0,108,288,1925,46,8,13597,0,66,8155,0,0,1233,593,0,431,0,0,0,2509,489,0,0,1286,54,5567
272,334,18,0,0,2811,68,0,571,3113,4,3,377,0,0,0,0,331,0,1142,37126,221,0,0,0,359,477,0,146,33,0,34845,182,573,326,0,578,90,259,0,0,0,4980,364,136,99,95,1324,9,118,127,0,75,42,136,719,105,0,242,601,8760,10376,11,846,0,2543,0,45,748,321,315,304,156,58,9,12512,324,12,123,0,74,0,743,192,7,35,14,0,2627,8,22,4592,0,3,4900,0,0,132,212,0,171,0,0,0,323,287,691,0,8,22,1646
273,0,61,0,0,3341,4209,0,5532,880,325,0,19986,0,0,2,0,211,0,898,21011,216,0,7,0,390,1497,425,0,0,0,2459,0,6623,1504,1001,2150,895,53,5581,243,367,0,224,0,0,0,497,119,0,0,2046,3359,0,5063,605,280,72,552,735,0,7211,1920,0,0,107,0,508,4696,129,333,609,632,0,0,14317,2031,10,0,0,2205,0,0,78,0,210,10,203,6693,146,0,1165,0,12,59,0,0,320,1673,0,381,0,0,0,21832,591,1852,0,9372,0,7881
274,21,0,0,81,1187,586,6,4290,571,218,0,1561,0,0,6,153,286,264,551,26355,83,5,0,0,1450,186,0,0,53,0,5125,244,10588,1143,71,2356,328,40,600,31,0,520,0,3258,85,23,1223,476,0,467,1654,3222,0,2475,575,155,0,605,138,9716,7707,639,759,0,107,0,131,4834,0,0,206,0,0,447,9300,319,0,10,0,3002,0,426,44,32,35,0,0,7640,0,0,301,0,6,307,0,0,0,568,19,445,0,0,114,0,321,0,0,0,0,2887
275,0,0,0,10,904,0,0,7057,887,76,64,4144,0,0,35,2373,376,124,289,15266,204,159,2,0,1451,498,674,6,103,0,1782,117,8387,1053,0,7152,694,74,442,477,0,245,561,5241,91,0,1880,110,0,323,758,1386,25,10997,3998,36,4,37,1793,15529,8490,613,1348,0,296,0,235,0,6,61,374,80,0,2797,16524,1397,60,27,0,0,0,200,3,20,61,63,13,13861,11,0,938,0,10,147,531,0,0,889,0,0,0,0,0,1794,611,0,0,0,0,10680
276,1830,0,1049,715,86,111,0,229,10528,184,111,1363,0,0,0,0,1554,0,1362,30697,88,0,0,0,0,0,385,280,41,0,14177,110,422,610,175,1421,289,2413,0,112,0,13482,0,2803,466,0,161,454,0,3608,0,94,0,5,2524,135,562,0,774,0,14448,36,248,0,14160,0,104,1100,114,1270,1444,0,274,32,4146,485,0,638,74,0,0,1443,144,81,37,0,2434,4334,0,0,17971,1001,84,13291,0,0,408,976,0,489,0,0,0,2156,611,168,323,0,184,4734
277,0,5,0,51,70,1129,0,1476,41,0,0,2963,0,0,16,434,0,0,0,0,0,0,0,0,42,0,0,428,10,0,0,0,148,0,59,10988,90,1127,144,0,0,912,2,59,11705,0,52,27,176,0,0,1561,0,23,95,1229,0,2528,139,6736,71,0,0,0,0,0,7,1335,24,373,6488,25,40,31,0,6461,0,196,0,119,0,521,973,0,128,122,0,19436,304,0,42,0,0,43,3,0,0,127,0,969,43,0,0,99,3785,0,137,4523,178,36
