,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
432,0,0,0,58,4439,0,0,1715,415,150,0,7105,0,0,123,1105,1460,351,6451,18869,260,0,0,0,0,8468,0,348,13,0,13360,0,2661,1353,309,383,290,3434,0,0,78,6162,0,420,6823,1631,686,110,1916,27,0,5125,0,297,147,0,84,214,368,540,791,0,0,0,2085,0,109,580,24,193,14380,13,0,872,181,5793,32,0,0,0,93,1756,1037,0,2517,350,234,2001,71,0,245,0,231,140,66,0,0,14630,0,5338,0,0,0,313,4814,0,0,143,161,4461
433,0,0,0,0,0,5536,0,2753,804,0,0,3321,0,0,238,0,4664,240,2559,24480,2875,71,64,0,0,3501,0,404,23,0,2306,0,2090,2870,90,4473,324,920,0,0,0,0,0,131,0,0,991,20,0,1513,0,1200,0,0,692,5403,0,1796,0,0,591,941,0,0,2091,0,62,1762,0,0,13186,0,0,622,954,1251,60,0,197,8498,0,0,0,0,1119,0,124,2575,0,0,354,0,357,453,0,0,1300,6231,0,0,0,0,775,456,14290,0,1881,887,968,3412
434,62,192,61,2491,0,3794,0,15990,385,0,0,17829,65,0,56,294,842,0,88,1090,172,0,0,0,605,566,0,129,13,925,188,0,600,245,1683,47496,1226,46,0,0,0,118,70,6617,617,0,81,2268,292,0,3513,1717,0,23288,2502,119,76,0,1294,7779,2327,945,0,0,0,2693,43,15757,27,200,147,0,0,604,3499,2026,20,93,0,447,0,592,131,0,103,48,164,83276,415,0,950,0,0,169,0,0,0,1024,0,2117,986,0,0,5301,2567,0,0,148816,301,0
435,0,0,0,1051,9578,0,0,1645,13216,562,117,1785,167,0,574,0,1493,0,781,3364,0,0,0,0,12,4306,0,80,31,0,5271,0,110,256,112,5690,844,634,0,0,33,1298,801,1021,270,0,616,197,968,5632,154,79,0,56,3122,18,0,1089,987,0,9782,246,1678,0,12652,0,75,5841,0,577,1380,455,0,67,443,1639,0,0,0,0,456,0,687,0,311,0,1185,6887,0,0,4753,0,10,21205,0,0,0,731,0,0,0,0,0,4285,1467,901,0,1408,377,2843
436,0,0,0,423,2218,99,0,1709,12662,138,0,2120,0,0,745,775,585,0,159,2841,0,0,0,0,0,4892,93,0,41,0,2973,204,125,320,27,2230,612,1444,0,188,0,17498,350,1930,406,24,836,1082,1737,1184,0,42,0,3,14543,0,0,106,1468,43959,3737,167,3462,0,11679,0,214,3865,357,0,1119,0,0,15,4419,1080,116,172,0,639,0,1122,2818,23,75,208,6114,13575,80,142,10352,0,84,9496,72,0,767,522,0,500,0,0,0,12382,792,0,1152,452,0,3569
437,3658,0,0,372,3503,1278,18,1866,185,131,0,1054,0,0,412,2107,2608,890,4967,13152,0,0,0,0,0,3058,0,397,20,0,19162,1201,1561,408,238,4012,336,398,142,0,0,4025,0,313,2394,0,651,31,0,0,0,7165,131,195,630,2443,44,3238,1008,3082,603,1353,0,396,792,0,124,165,0,395,18967,57,102,1070,407,1847,35,0,0,2474,441,0,0,0,3037,327,341,3308,0,25,3344,0,210,312,0,884,0,10261,0,15294,0,0,0,1492,22442,980,0,299,573,3341
438,1203,345,0,614,4479,3760,0,19215,1344,418,190,29029,0,0,107,0,652,0,451,3096,75,0,0,0,0,0,0,106,478,556,174,0,1397,770,0,19986,2004,62,0,509,0,785,0,8307,165,194,248,2395,337,336,4123,8608,0,0,2127,695,13,151,3214,27204,349,0,526,0,345,0,655,1277,28,0,390,1034,0,1985,3502,1845,55,0,733,2867,1569,0,0,67,179,0,355,18611,0,108,1591,0,8,414,0,141,167,1403,0,3286,0,0,0,3032,74,0,4927,8087,1420,6209
439,0,22,0,71,0,0,0,3186,621,444,107,4082,0,0,805,3072,4272,815,3795,8642,0,53,0,0,0,11282,0,990,36,0,10142,0,1833,1367,471,2628,240,11362,303,0,71,10059,64,980,5617,459,763,104,36,0,0,6697,141,94,508,10017,0,354,0,7637,647,0,1511,0,2159,0,188,1435,0,479,68150,47,0,569,405,2505,17,0,0,0,158,0,1113,0,2727,20,290,2281,0,0,1976,511,0,1107,0,3214,396,7564,0,6939,0,0,625,1099,7946,0,2029,234,206,1034
440,0,41,0,0,0,522,0,1928,1481,760,3,1686,0,0,798,1153,498,285,387,1276,138,0,0,0,123,1790,0,111,33,0,1196,0,18,35,36,11018,383,764,43,0,0,2324,0,1956,1087,141,313,189,422,192,0,24,0,142,8571,233,0,0,30,53983,6007,167,0,0,2501,245,60,3328,0,0,878,460,0,0,813,1062,0,840,0,148,0,615,499,0,84,399,486,22407,0,0,7819,0,0,10570,0,0,0,378,0,23,319,0,0,2076,635,688,0,7369,0,564
441,509,0,0,928,4412,21,3,1021,10933,644,22,744,0,0,59,1456,842,131,980,9521,0,88,0,0,0,0,66,0,56,0,2190,14,202,338,188,2978,533,2297,0,185,0,20136,0,1163,236,226,155,439,2081,468,26,216,49,562,9597,0,401,1816,4506,23012,7616,180,0,0,3897,0,210,2930,0,158,713,1253,0,69,7303,854,83,0,0,0,3626,474,418,1,76,18,3732,7948,0,141,14722,0,42,7342,0,0,704,799,0,388,156,0,651,2156,543,0,111,445,46,10564
442,0,0,389,190,1924,97,0,1328,13395,267,0,1160,0,0,1261,0,1587,0,636,6534,0,0,0,0,0,1858,0,214,37,0,1297,97,51,88,74,4405,490,3388,0,0,9,22370,425,2279,336,624,742,903,866,5494,60,318,0,254,18594,136,326,607,1032,43064,3564,293,1178,0,0,0,102,966,231,335,709,0,234,49,2215,1122,6,0,0,688,1400,669,187,33,154,447,5980,10333,0,0,14762,0,38,15530,0,459,1115,515,0,1967,0,0,139,5368,28,1185,0,812,0,7158
443,0,8,0,306,4156,0,88,3761,308,0,14,4350,0,0,151,111,2854,0,1292,11145,0,0,0,0,0,0,74,0,43,0,3303,0,1152,736,543,4168,343,4360,0,0,0,30330,193,120,1416,700,1386,57,0,404,0,4906,0,375,861,10097,40,395,882,948,274,1677,1182,0,1462,0,233,715,37,0,19815,0,0,527,29,6353,0,0,0,0,0,861,765,0,728,0,450,3401,0,0,340,0,0,172,290,0,214,11097,0,0,0,0,658,1189,7371,0,0,1607,939,2284
444,0,0,0,1077,10454,389,19,1488,14565,401,60,2008,0,0,577,0,1371,0,728,250,0,0,0,0,0,0,0,375,53,0,2712,0,101,133,0,5263,502,2709,7,1124,0,3788,433,2987,549,377,484,327,601,873,0,79,0,655,15421,93,618,0,2980,18618,6400,427,0,0,14191,0,112,3866,44,0,925,0,150,70,2535,700,91,0,178,634,399,0,303,0,105,185,7376,13549,48,128,15459,396,65,17420,15,0,0,232,0,382,0,0,0,0,896,0,0,1331,54,540
445,0,0,0,0,8778,95,0,647,26429,165,41,1441,0,0,814,0,659,0,637,12867,0,0,0,0,0,1906,0,50,67,0,657,144,228,36,20,2588,565,1873,5,0,0,19462,0,1845,279,0,40,162,1421,1974,0,280,0,170,9007,403,2655,0,749,73133,4834,322,1337,0,2374,119,0,274,432,0,1250,1598,0,80,598,475,245,387,110,0,2375,478,1256,34,119,184,3470,10393,0,50,11850,0,19,17536,0,0,0,1322,0,932,0,0,0,2405,1662,6324,777,691,220,6198
446,0,0,0,150,0,3731,0,2564,313,333,125,5025,0,0,701,0,3852,0,7172,8681,0,51,41,0,3080,6631,97,805,35,3636,4817,0,651,959,916,3716,89,2017,0,0,263,13495,0,151,1709,0,666,47,0,279,399,2809,0,98,314,4255,0,3076,243,4420,171,1528,1391,0,1323,0,139,527,0,1107,22832,379,0,982,1378,1241,96,0,155,0,203,3024,0,0,6489,139,863,2803,0,0,872,0,232,410,0,9119,0,18932,0,13952,26,0,112,490,25162,0,1726,1238,1768,2288
447,0,20,0,237,241,2198,0,2522,98,0,0,1715,0,0,0,472,1550,115,1061,12084,271,0,0,0,450,3163,120,2593,15,216,1728,0,419,182,100,4392,173,1510,291,0,0,9163,70,342,5973,0,374,0,367,242,0,4591,0,0,694,13103,0,0,627,2019,388,0,515,0,0,387,50,803,71,547,16165,210,0,512,296,2347,5,138,32,0,0,4673,541,0,2066,281,88,5158,55,0,2586,0,0,513,104,2430,46,7579,0,4132,0,630,0,402,14480,191,0,10341,944,0
448,0,0,0,30,219,0,0,1997,511,339,0,6063,0,0,414,0,3800,423,1436,8229,527,0,0,0,379,1635,0,380,82,0,9231,0,2051,1045,262,6127,276,10849,739,203,0,5871,0,505,2318,0,520,167,0,574,619,11734,242,0,1086,2035,35,2212,737,0,450,1164,0,0,2305,0,164,181,0,0,16269,175,360,870,442,1276,71,48,0,3223,558,0,699,1566,3155,75,454,3780,0,0,2287,0,325,940,0,0,1413,13648,0,11879,0,0,0,471,16775,1729,1219,1225,421,823
449,277,26,0,0,0,24,0,914,0,180,10,1226,25,0,1638,0,672,38,146,1783,56,0,0,0,32,1518,0,73,24,3868,2331,33,77,120,5,4685,457,566,80,444,9,12073,235,1803,992,210,122,90,0,0,26,41,0,272,4194,71,1838,0,1498,35321,4726,230,0,0,0,0,90,4431,149,0,1365,0,0,12,11604,845,0,103,0,383,0,388,417,0,126,636,0,15626,35,0,18643,0,0,8374,96,0,1674,346,0,577,137,0,0,3384,278,0,0,12823,0,339
450,0,0,0,0,143,0,0,313,600,15,13,18580,124,0,818,6978,2573,0,3564,26670,282,213,0,0,0,534,0,180,12,0,9759,820,1626,1117,365,4074,167,16037,0,569,763,6034,0,280,5432,0,36,174,0,0,342,9523,0,335,1660,13641,0,1555,521,862,511,1644,335,0,1948,0,44,509,0,262,38144,56,0,1350,540,643,38,0,0,0,728,2270,674,1092,0,104,164,2986,0,0,2043,0,0,1448,0,0,316,24423,0,4816,0,0,0,902,18805,0,0,620,2488,2466
451,720,0,0,377,0,0,27,14510,831,347,0,31997,0,0,64,3370,2353,380,281,5401,0,0,0,0,17,0,0,45,216,1381,450,0,624,357,690,7933,2402,200,1924,0,83,334,0,21063,268,0,193,457,441,967,0,8070,0,8775,9930,71,17,203,1012,24027,2745,1306,0,0,279,407,230,14698,0,242,828,188,0,4692,725,1055,48,9,0,2326,241,2367,65,32,268,0,258,34612,0,0,959,0,37,438,250,0,0,2369,73,765,0,0,0,5365,347,0,0,64382,1715,16325
452,0,0,0,379,0,3631,0,4470,8,74,54,9352,0,0,412,4767,1995,0,2105,7622,1094,0,0,0,2087,0,0,0,14,0,2179,0,1628,129,774,9952,190,4750,104,378,0,24501,0,395,6723,0,280,48,1601,150,1582,12315,0,216,132,0,124,0,419,5479,322,1108,0,0,0,0,32,338,38,517,35138,375,0,630,340,2562,47,1088,0,199,130,0,369,0,5230,179,59,5897,301,0,2181,0,51,1525,0,0,2987,14063,0,5987,62,0,0,677,79821,1139,2453,310,0,290
453,0,0,0,0,3399,0,0,1412,660,526,0,9396,452,0,599,893,5589,0,8401,12121,294,0,0,0,0,747,0,0,36,0,13609,833,1332,876,223,2557,227,16273,0,0,244,9636,0,317,3315,388,483,46,0,331,0,4063,0,22,365,8848,387,4411,1045,2627,47,167,70,0,613,0,243,1375,0,0,41395,116,37,606,166,1902,36,107,399,635,32,850,0,0,3152,67,142,1828,0,0,814,0,223,702,0,0,0,8719,0,6804,0,0,410,2264,15536,0,0,870,506,1872
454,0,30,0,30,0,1710,0,1279,573,408,209,15867,0,0,837,5738,5263,1179,4163,7320,40,40,0,0,0,524,51,872,53,0,6125,534,1131,1482,537,3608,240,14152,0,0,0,5855,0,468,4343,0,590,21,689,333,921,10477,0,694,678,8925,0,1815,1421,1887,424,937,0,0,749,0,178,552,78,0,57641,34,0,495,272,1015,26,0,0,292,0,3207,0,317,3528,176,341,3483,19,127,2083,0,193,901,38,0,0,19785,0,0,0,0,0,524,16546,164,0,1105,0,2054
455,0,63,19,0,6221,4823,0,22346,1022,259,22,28414,0,231,59,0,1004,0,231,1615,229,27,0,0,1012,0,0,49,140,1086,388,0,496,96,0,15899,1167,64,0,0,195,376,85,243,242,0,108,768,0,113,2621,9810,0,21552,4418,0,9,0,335,4765,2567,354,561,0,0,0,413,13021,0,7,176,0,0,264,2158,1675,0,302,0,1517,0,0,0,15,187,392,76,26353,67,0,1080,0,0,539,641,0,0,624,0,1100,754,0,0,1107,779,1015,0,233431,0,462
456,0,0,0,0,0,0,0,7076,997,1378,33,11733,0,0,70,0,1103,0,1464,11271,0,69,0,0,1002,0,0,0,0,0,225,256,2511,0,1486,16380,1323,325,1107,940,0,206,530,10705,59,0,412,1625,0,578,1608,12522,0,14022,6586,0,11,3407,1179,9410,2201,0,0,0,250,0,1229,4782,0,79,473,472,0,254,6400,1575,0,0,0,411,204,0,121,23,116,103,413,26976,0,20,797,0,17,766,0,26,680,2400,0,1447,0,0,290,1874,404,310,1160,18823,623,13813
457,0,0,0,0,0,257,0,4016,0,469,0,340,0,100,264,455,1088,299,278,2611,0,0,0,0,167,1920,0,20,45,2885,1782,9,71,198,67,4531,276,1342,24,0,0,14639,0,109,179,0,0,0,4465,3778,194,187,0,288,9282,0,0,0,475,803,8171,0,569,0,0,0,0,4888,369,0,1462,1140,0,0,2404,519,141,1153,0,664,0,0,0,21,240,165,1347,12144,19,159,31250,0,29,25888,142,0,0,1562,0,1451,0,167,0,3139,1600,0,495,9511,45,405
458,0,0,0,2098,2884,8108,0,5869,1084,445,24,20054,0,0,10,3874,1373,864,707,8233,157,299,0,0,0,0,176,42,130,0,279,0,1616,919,784,18233,1319,57,0,0,0,1084,0,2666,277,0,230,1202,835,240,0,4563,0,6326,4717,391,56,191,748,22071,6252,721,0,0,625,0,128,1814,8,0,354,0,726,0,2749,1336,35,14,7628,2667,0,2704,0,0,153,21,224,35271,23,22,806,0,56,43,0,0,0,1591,0,5964,0,0,0,17988,99,4723,0,36858,2144,8764
459,0,60,516,0,0,0,0,3704,0,0,0,23810,306,0,407,0,1587,678,1349,13456,0,0,0,0,206,1339,0,771,35,0,6144,0,485,0,0,5083,120,3708,344,0,0,2977,0,390,7365,1619,432,84,774,287,0,3822,0,155,240,5986,150,0,759,5181,92,0,0,0,0,0,267,424,0,0,23069,0,0,537,340,2100,0,1569,0,787,161,0,267,0,7016,260,0,3576,214,0,658,0,0,1192,0,1539,0,6947,0,5722,571,0,0,0,9282,0,0,7361,750,348
460,0,0,9331,0,0,0,0,634,10521,331,248,2873,0,0,485,414,1364,42,1281,13856,0,0,0,0,0,7181,0,0,123,2323,619,0,149,154,23,2209,623,2959,15,711,0,16948,108,5576,726,0,350,1183,0,640,46,293,0,114,13160,836,2440,1960,2126,23954,4224,0,3937,56,11523,161,152,3041,413,774,1976,1071,0,78,7904,758,250,0,0,76,0,794,181,28,69,0,2510,6670,0,12,3339,0,12,31909,53,0,703,529,208,0,0,0,0,14424,291,0,540,400,180,4215
461,0,0,0,0,3326,2538,0,2692,296,94,122,2552,0,0,339,0,4799,2374,2080,24475,0,165,0,0,0,2203,0,500,26,0,1864,6272,906,1193,277,3118,65,6002,0,255,0,22992,0,359,5373,3898,362,46,325,177,0,3536,0,217,823,7452,0,3163,587,4375,278,0,0,0,1387,0,59,1301,0,0,32607,0,192,435,96,1944,36,0,51,1752,80,1110,951,1398,900,155,206,1586,0,33,2476,0,1629,416,0,0,0,9798,0,7204,0,0,1028,250,14128,5500,0,480,695,3383
462,0,0,0,0,0,5720,0,8599,1208,214,0,35936,118,0,152,0,986,0,282,14839,0,0,0,0,493,0,0,28,319,0,531,0,2039,550,0,8309,1069,103,1893,0,0,1081,0,3910,393,0,12,1493,438,473,5112,12079,0,6034,1708,0,134,3418,542,37835,5139,1450,2390,0,741,0,1181,2903,48,0,963,0,0,3301,7365,547,26,17,0,919,0,41,58,0,139,40,151,27567,0,0,867,0,0,212,0,61,149,633,0,0,0,0,57,5345,693,0,0,115105,2365,12014
463,0,0,0,0,625,3072,0,7487,1127,197,66,12081,0,0,18,741,2523,0,262,284,0,0,0,0,0,774,109,0,599,0,450,32,952,655,1398,9806,1400,154,745,0,0,791,0,8283,225,58,37,1644,751,25,0,12542,0,16924,3784,483,97,611,1648,33960,2549,0,4365,532,156,5944,766,2286,47,0,979,286,1269,0,4166,993,304,0,13512,10633,189,1114,38,0,22,36,243,22243,0,0,2411,0,15,545,0,61,67,1789,0,4426,0,0,0,2236,386,0,0,18020,3317,14485
464,0,0,1583,0,4106,131,17,921,16829,688,95,1397,0,0,1103,0,751,0,572,9429,0,0,0,0,0,3192,0,34,90,1638,7686,43,226,315,158,1166,500,2542,0,0,16,6030,0,3944,182,117,168,305,42,3864,34,115,0,259,8806,388,1523,1541,2289,31507,10688,0,315,0,7553,0,385,4900,22,208,1504,0,66,60,3013,568,0,0,0,0,7241,0,272,80,301,303,1470,5991,0,29,22663,298,6,21869,54,0,277,672,0,224,89,0,0,1963,325,196,0,1358,10,2608
465,0,0,0,121,3578,102,0,1041,17214,0,59,2222,10,0,376,155,1008,0,850,5743,0,0,0,0,0,4415,117,41,55,0,5930,136,143,246,64,2654,455,378,17,0,0,15298,202,891,166,154,504,200,294,0,0,415,0,153,10816,337,0,1195,752,29182,2434,421,0,0,7586,0,144,2426,146,0,1979,545,204,17,1522,407,58,0,445,300,0,521,295,0,378,135,2592,5683,0,0,5437,0,15,37580,0,0,1345,1390,0,744,0,0,881,849,362,0,199,1282,0,5510
466,0,0,0,0,1764,854,0,11317,708,268,0,10996,0,0,57,0,915,170,455,5881,67,211,0,0,0,32,0,56,351,0,701,0,1905,498,977,15960,686,60,3928,0,446,827,135,14773,307,0,365,149,1798,223,728,14172,139,0,6728,220,563,25,1221,38299,3996,1487,0,0,607,0,134,23740,31,0,603,271,593,2220,3728,471,120,47,0,5167,0,3524,27,26,175,0,409,40012,0,0,1859,0,50,581,2589,17,0,151,0,0,0,0,1727,10973,752,2702,0,77794,0,0
467,0,281,0,3716,1219,0,0,4409,0,0,110,20623,78,147,0,0,1186,0,375,8290,235,118,0,0,1468,313,0,0,257,0,718,312,863,126,873,7197,849,341,5999,0,0,1101,0,9391,269,0,317,0,0,121,6163,11052,0,0,5505,249,0,0,315,3142,2653,960,0,0,0,1559,301,35074,69,0,1075,315,0,2020,5670,1603,0,86,0,3549,0,0,242,0,293,111,0,21961,298,0,2027,0,7,488,0,0,0,1200,0,0,3577,0,0,1343,3123,0,4212,273887,0,0
468,0,0,0,0,0,0,0,1076,13753,520,30,862,0,0,1235,697,1796,178,304,7646,0,0,0,0,0,1812,0,55,32,15992,2643,16,97,52,112,3458,512,1018,102,0,0,19843,314,1097,659,116,639,638,959,9480,80,229,80,10,9425,29,0,0,920,35579,11812,121,3236,0,5180,0,143,1141,0,0,1663,148,0,47,3872,216,0,225,29,556,2585,273,250,102,217,962,4397,7536,54,0,10518,0,60,10862,34,617,563,1122,0,1321,33,0,0,908,958,1695,0,1712,0,4966
469,0,19,0,0,84,157,0,2085,0,107,0,2059,97,0,685,525,591,25,128,1026,48,0,0,0,42,1615,0,123,123,1358,2351,0,62,20,17,2988,622,4233,0,402,0,24675,0,2016,205,199,141,0,0,712,65,180,0,0,777,401,215,0,177,22381,2543,0,2372,0,0,0,74,9559,0,0,760,203,110,7,4436,632,0,1333,0,274,0,962,0,0,107,800,1704,12223,0,0,8555,0,0,33944,0,0,3588,442,191,1227,361,0,0,0,1244,1249,0,11418,0,532
470,0,130,0,0,2002,661,0,15646,409,263,63,20384,0,82,111,5562,1057,0,207,3513,5,68,0,0,0,375,0,5,288,1770,328,0,1297,305,387,16265,319,254,203,0,0,612,802,18879,431,0,337,0,0,578,3278,22525,0,16482,8861,102,62,964,64,0,4199,562,742,0,0,1124,541,4278,0,227,396,97,0,0,1546,811,0,32,0,946,784,727,0,43,201,47,0,26425,183,34,1846,0,0,325,0,0,0,2177,0,0,428,0,0,4558,1358,0,0,255415,0,3830
471,0,0,0,47,0,0,0,2179,298,178,0,4850,0,0,405,907,2389,0,1942,6658,868,0,0,0,0,3322,0,0,17,519,9746,1360,991,308,613,1764,280,9536,1495,764,0,5742,0,469,5296,448,1614,84,1809,232,388,6164,127,200,1111,7239,0,1287,791,12285,423,2062,2074,0,1022,0,145,307,14,0,43472,17,497,307,207,1491,52,285,0,635,257,377,355,0,1775,630,464,2201,0,0,1844,149,499,690,0,2880,1351,21038,26,1325,52,0,511,318,12455,0,0,1999,309,734
472,0,0,0,112,9193,0,0,921,14354,898,110,447,173,0,96,936,1525,108,235,7445,0,0,0,0,0,0,0,197,29,0,1276,9,106,54,0,1955,403,2659,36,597,5,20565,0,2150,948,0,340,401,324,12897,0,228,0,0,15172,223,2222,1627,796,77192,11239,0,1647,0,3268,0,327,5367,0,0,1240,0,768,44,488,596,0,770,431,483,1373,0,285,0,131,531,2227,6430,0,0,19189,578,59,4442,94,0,0,1258,0,439,0,0,0,1686,200,0,206,142,15,7035
473,0,54,3128,0,0,2421,0,2791,0,43,0,7045,0,1223,426,1091,266,0,309,8704,0,0,0,0,277,2582,0,0,39,0,5185,0,809,201,313,2712,239,4373,225,0,0,4928,0,314,3060,0,0,54,0,596,198,7523,11,602,272,4521,0,544,84,7076,570,135,1584,0,0,0,42,267,0,704,11471,56,48,394,368,1387,18,608,480,155,0,2953,535,19,430,220,24,2166,96,0,698,0,0,682,0,0,0,9374,24,5339,0,0,0,0,22871,0,414,12449,77,139
474,0,0,0,1694,3382,6139,0,6018,627,1692,166,21593,0,0,43,0,1333,0,778,0,68,0,0,0,352,0,89,39,154,0,416,0,2887,498,0,7319,1185,118,0,0,1553,840,0,8517,635,0,669,1748,0,1004,0,4608,0,6854,5782,0,20,997,50,25297,5910,791,2504,0,643,0,686,22169,50,235,1252,0,0,504,2463,1146,0,0,0,3858,0,2081,0,0,53,199,674,20322,0,8,1605,650,71,336,0,101,0,2335,296,2869,0,0,508,11027,1224,1587,5870,0,0,9686
475,0,0,0,3589,529,0,0,10580,443,513,39,35956,0,0,50,2018,467,335,211,11180,136,0,0,0,0,0,0,0,270,0,252,77,2070,1032,92,18646,2259,70,0,0,460,1041,307,10805,451,0,16,2202,0,1460,0,3477,0,0,2088,264,23,202,725,4492,5449,3509,0,0,666,6810,429,4714,286,0,1892,1035,1308,0,4821,3911,246,114,0,0,920,4489,93,0,400,173,242,31412,197,0,1498,0,0,211,0,0,1425,4360,0,1960,0,0,0,897,0,0,6310,77613,1044,3728
476,3814,0,0,176,0,3725,0,3720,500,78,0,13502,0,0,0,3182,3613,0,2004,15517,0,240,0,0,0,1069,0,382,13,0,2897,3399,1647,1417,859,4735,220,13508,0,131,0,996,0,204,2537,0,148,43,0,606,0,15724,0,116,213,15460,0,5471,612,0,846,1654,0,0,797,0,41,752,20,548,35915,49,156,0,1269,1977,66,0,0,0,0,0,525,1769,0,40,250,4262,0,0,1403,0,0,382,204,0,0,21125,0,2510,0,0,2339,88,10091,1260,751,2312,0,925
477,4709,0,0,0,3099,3838,0,2500,835,142,0,4158,0,0,410,0,3753,1177,4870,10005,0,25,0,0,0,4267,48,0,10,0,11057,939,2305,931,284,2891,182,3206,0,205,228,7606,10,554,4299,576,579,115,0,923,0,3389,5,183,306,3661,67,1675,497,9781,823,976,0,2946,558,0,134,369,6,0,32071,43,105,294,112,1090,79,237,25,3446,82,0,1211,0,2712,0,119,2837,0,0,3384,0,454,338,0,2978,0,16770,0,3133,61,0,453,676,3682,0,753,718,728,738
478,0,0,0,0,1604,82,0,1692,26450,156,75,1482,15,258,600,0,1176,8,1050,3291,80,0,0,0,0,955,0,24,15,0,4127,0,116,33,47,1719,434,2292,31,2050,0,6764,0,5718,335,0,528,687,0,1933,0,167,149,0,12884,538,1380,61,3617,0,4789,67,2240,0,0,0,157,3511,343,144,1556,1233,0,120,2640,292,379,0,0,0,0,677,185,0,179,670,4288,8501,0,27,17997,0,38,4368,25,0,842,904,0,374,0,0,0,4157,58,544,1475,2893,44,3543
479,0,0,0,1003,3175,5611,0,15307,1164,1236,0,5176,0,0,33,0,1758,608,521,6657,99,0,0,0,0,0,0,0,379,0,413,138,459,69,0,11937,1374,210,1282,227,46,482,679,9252,211,0,165,2904,382,1320,0,17213,0,2049,712,0,38,0,809,21143,970,409,1298,0,0,0,757,8505,5,201,1368,1114,0,0,4938,523,313,0,0,2527,0,0,69,0,40,43,444,26957,0,0,1195,607,20,621,0,49,320,383,0,995,0,0,0,1967,0,1382,0,11946,4460,11153
480,0,0,0,0,0,6261,39,5918,997,897,135,20952,0,0,46,3807,1779,0,341,3725,0,34,0,0,0,0,283,34,429,0,291,49,1193,439,647,13091,1413,72,2884,1155,0,1142,0,13950,480,444,475,1836,0,193,4776,8722,0,3677,3786,524,0,245,928,3624,6315,1147,0,0,590,0,899,8390,0,0,1022,63,1263,1706,5126,1795,90,51,743,2246,452,876,75,0,98,103,182,24678,45,0,1183,0,79,440,348,0,906,1981,0,2912,659,0,0,11278,455,0,2762,24773,172,11309
481,0,0,0,0,0,6570,0,48419,1519,282,0,16535,0,93,101,0,1420,0,158,4447,26,0,0,0,531,0,1020,21,21,0,379,22,1833,356,605,38583,1723,0,0,2101,0,78,0,461,459,0,185,1369,157,0,0,21869,0,19948,2824,0,0,356,482,0,1286,1270,0,0,0,0,107,1397,26,0,589,185,0,0,2637,1577,107,0,0,3080,0,3584,0,32,238,0,0,52937,311,0,1392,0,0,888,0,54,0,1400,0,1781,1532,0,0,0,2271,2072,0,77951,264,0
482,0,0,0,1448,512,0,0,15047,1875,878,0,11974,0,0,124,0,3369,0,238,2924,255,0,0,0,0,699,0,42,0,0,364,0,958,642,1528,8984,1856,362,0,0,0,572,0,11249,375,0,125,462,597,208,257,25217,0,0,6209,405,0,809,1731,11388,2437,870,5834,0,275,557,758,9557,0,607,1225,0,0,8029,2078,966,17,46,0,0,266,1939,62,0,469,247,648,24577,0,16,0,0,29,522,0,0,0,2154,0,4846,534,0,0,5626,679,0,0,22316,911,8721
483,0,0,0,0,0,139,0,849,5505,0,59,2603,53,0,818,439,1249,0,245,7520,25,92,0,14,118,11100,0,164,47,0,2687,45,222,15,145,7989,177,307,0,0,0,17808,186,2416,159,236,159,361,927,1485,186,215,0,419,16549,0,0,0,1793,23795,1595,110,0,0,5447,0,55,3203,142,503,1473,0,0,179,4702,223,154,266,0,709,0,1664,192,0,387,0,1008,14593,20,0,14830,0,0,41654,65,0,0,657,0,503,649,0,0,0,1619,0,1566,5378,0,161
484,578,0,0,0,0,5861,0,7940,1855,538,0,46805,0,0,153,0,2117,0,1360,2518,0,0,0,0,0,0,0,0,916,0,515,97,2447,1141,1214,5320,1716,54,834,0,0,1285,0,20773,49,232,0,0,1925,152,1752,14607,0,4716,3755,279,0,0,1035,0,8271,0,79,0,399,0,689,201,0,76,1013,1908,540,0,4066,1232,104,0,0,0,437,1203,37,0,372,159,245,12708,0,0,2008,0,26,421,192,117,283,1755,0,2571,605,0,416,12863,550,0,0,75742,0,9349
485,0,0,0,0,81,8282,0,10542,2070,448,0,13367,0,0,9,0,310,630,694,9973,0,0,0,0,0,1887,0,14,395,693,360,62,496,212,1051,9165,1339,92,4068,645,0,715,0,25033,185,0,456,1616,628,1458,3436,7855,0,16592,4429,476,48,1167,1658,23761,5187,2897,976,0,442,0,262,1051,77,0,1392,366,470,1273,2460,1155,17,14,1883,0,820,1063,48,14,319,0,19,17004,0,29,2328,0,42,291,0,68,0,3100,0,1506,0,0,132,998,0,4022,1248,8720,0,10288
